transaction_id,user_id,transaction_amount,merchant_category,payment_status,device_type,city,bank_name,transaction_date,failure_reason,date_only
62,1020,4181,Travel,Failed,Android,Hyderabad,SBI,52:09.0,Network Error,2/14/2026
63,1840,4889,Groceries,Success,iOS,Delhi,SBI,52:09.0,None,1/18/2026
64,1166,4498,Groceries,Success,Android,Mumbai,HDFC,52:09.0,None,12/14/2025
65,1273,122,Food,Success,Android,Delhi,Kotak,52:09.0,None,12/26/2025
66,1387,1964,Travel,Success,iOS,Hyderabad,ICICI,52:09.0,None,2/20/2026
67,1600,2522,Groceries,Success,Android,Mumbai,Kotak,52:09.0,None,1/14/2026
68,1315,3096,Travel,Success,Android,Delhi,SBI,52:09.0,None,1/30/2026
69,1013,757,Shopping,Success,iOS,Delhi,HDFC,52:09.0,None,12/8/2025
70,1241,1854,Electronics,Failed,iOS,Mumbai,HDFC,52:09.0,Network Error,12/31/2025
71,1776,3763,Electronics,Success,iOS,Delhi,HDFC,52:09.0,None,2/14/2026
72,1345,2614,Electronics,Success,iOS,Delhi,HDFC,52:09.0,None,1/9/2026
73,1564,2525,Travel,Success,iOS,Mumbai,ICICI,52:09.0,None,2/5/2026
74,1897,3660,Travel,Success,Android,Delhi,Axis,52:09.0,None,12/11/2025
75,1339,4305,Food,Success,iOS,Delhi,SBI,52:09.0,None,12/16/2025
76,1091,2873,Electronics,Failed,iOS,Bangalore,ICICI,52:09.0,Insufficient Balance,2/7/2026
77,1366,1785,Food,Success,Android,Bangalore,Kotak,52:09.0,None,1/29/2026
78,1955,1635,Electronics,Success,Android,Hyderabad,Axis,52:09.0,None,12/6/2025
79,1454,116,Food,Success,Android,Bangalore,Axis,52:09.0,None,1/3/2026
80,1427,3111,Food,Success,Android,Bangalore,HDFC,52:09.0,None,1/9/2026
81,1508,2478,Shopping,Failed,Android,Hyderabad,ICICI,52:09.0,Bank Server Down,12/7/2025
82,1775,4203,Food,Success,iOS,Delhi,Kotak,52:09.0,None,2/27/2026
83,1942,391,Travel,Failed,Android,Delhi,HDFC,52:09.0,Network Error,1/27/2026
84,1034,2824,Food,Success,iOS,Bangalore,HDFC,52:09.0,None,1/9/2026
85,1205,2867,Electronics,Success,Android,Hyderabad,SBI,52:09.0,None,12/6/2025
86,1080,2711,Food,Success,iOS,Delhi,Axis,52:09.0,None,1/27/2026
87,1931,1282,Groceries,Success,Android,Chennai,Kotak,52:09.0,None,12/25/2025
88,1561,3924,Electronics,Success,iOS,Mumbai,Axis,52:09.0,None,1/24/2026
89,1871,2451,Groceries,Success,iOS,Mumbai,ICICI,52:09.0,None,12/24/2025
90,1387,1544,Electronics,Success,iOS,Mumbai,SBI,52:09.0,None,2/28/2026
91,1001,4261,Travel,Success,iOS,Bangalore,HDFC,52:09.0,None,12/20/2025
92,1389,711,Travel,Success,iOS,Mumbai,SBI,52:09.0,None,12/29/2025
93,1565,3933,Travel,Success,iOS,Mumbai,HDFC,52:09.0,None,12/9/2025
94,1105,3669,Groceries,Failed,iOS,Chennai,SBI,52:09.0,Bank Server Down,1/23/2026
95,1771,1918,Shopping,Success,iOS,Delhi,HDFC,52:09.0,None,1/26/2026
96,1821,2384,Electronics,Success,iOS,Chennai,Axis,52:09.0,None,12/27/2025
97,1476,3424,Travel,Success,iOS,Bangalore,Axis,52:09.0,None,2/1/2026
98,1702,1066,Electronics,Success,Android,Mumbai,Axis,52:09.0,None,12/13/2025
99,1401,4456,Groceries,Success,iOS,Delhi,Axis,52:09.0,None,12/7/2025
100,1729,257,Shopping,Success,iOS,Mumbai,SBI,52:09.0,None,12/17/2025
101,1555,2715,Groceries,Success,Android,Mumbai,HDFC,52:09.0,None,1/16/2026
102,1161,2543,Electronics,Failed,iOS,Bangalore,Axis,52:09.0,Insufficient Balance,2/5/2026
103,1201,682,Shopping,Success,iOS,Mumbai,SBI,52:09.0,None,1/12/2026
104,1957,2152,Shopping,Success,Android,Hyderabad,HDFC,52:09.0,None,2/12/2026
105,1995,3009,Groceries,Success,Android,Delhi,SBI,52:09.0,None,2/19/2026
106,1269,3133,Travel,Success,iOS,Delhi,Axis,52:09.0,None,12/31/2025
107,1862,4802,Electronics,Success,Android,Hyderabad,ICICI,52:09.0,None,1/19/2026
108,1815,1981,Food,Success,iOS,Bangalore,SBI,52:09.0,None,2/8/2026
109,1270,3769,Food,Success,iOS,Mumbai,Axis,52:09.0,None,3/1/2026
110,1455,2612,Groceries,Success,iOS,Mumbai,Kotak,52:09.0,None,2/22/2026
111,1461,1729,Electronics,Success,Android,Delhi,HDFC,52:09.0,None,12/29/2025
112,1726,286,Electronics,Success,iOS,Bangalore,Axis,52:09.0,None,1/14/2026
113,1251,4493,Groceries,Success,iOS,Bangalore,Kotak,52:09.0,None,1/5/2026
114,1701,4775,Electronics,Success,Android,Bangalore,SBI,52:09.0,None,12/17/2025
115,1295,1590,Travel,Failed,iOS,Mumbai,SBI,52:09.0,Bank Server Down,12/16/2025
116,1724,3993,Groceries,Failed,iOS,Bangalore,Kotak,52:09.0,Insufficient Balance,3/2/2026
117,1719,413,Travel,Success,iOS,Hyderabad,Kotak,52:09.0,None,12/28/2025
118,1748,2418,Electronics,Success,iOS,Chennai,HDFC,52:09.0,None,2/1/2026
119,1337,335,Groceries,Success,iOS,Bangalore,SBI,52:09.0,None,12/26/2025
120,1878,198,Electronics,Success,iOS,Chennai,Kotak,52:09.0,None,12/11/2025
121,1052,4087,Groceries,Success,Android,Mumbai,ICICI,52:09.0,None,1/26/2026
122,1791,4601,Electronics,Success,iOS,Bangalore,ICICI,52:09.0,None,12/21/2025
123,1921,1816,Travel,Success,iOS,Delhi,Kotak,52:09.0,None,2/8/2026
124,1216,4945,Travel,Success,Android,Mumbai,HDFC,52:09.0,None,12/17/2025
125,1763,1062,Electronics,Success,iOS,Hyderabad,SBI,52:09.0,None,1/19/2026
126,1187,2881,Groceries,Failed,iOS,Hyderabad,ICICI,52:09.0,Bank Server Down,12/11/2025
127,1379,2557,Food,Success,Android,Chennai,Kotak,52:09.0,None,1/22/2026
128,1492,1573,Travel,Success,Android,Chennai,Kotak,52:09.0,None,12/20/2025
129,1040,2835,Travel,Success,Android,Delhi,Axis,52:09.0,None,1/12/2026
130,1156,2606,Food,Success,Android,Delhi,Kotak,52:09.0,None,1/21/2026
131,1014,3775,Electronics,Success,Android,Hyderabad,HDFC,52:09.0,None,12/16/2025
132,1812,4626,Groceries,Success,Android,Bangalore,ICICI,52:09.0,None,1/23/2026
133,1064,1651,Electronics,Failed,Android,Hyderabad,Axis,52:09.0,Network Error,1/15/2026
134,1856,2458,Shopping,Success,iOS,Hyderabad,ICICI,52:09.0,None,12/10/2025
135,1838,390,Travel,Success,iOS,Delhi,ICICI,52:09.0,None,2/28/2026
136,1520,2867,Shopping,Success,iOS,Chennai,HDFC,52:09.0,None,1/3/2026
137,1343,2546,Travel,Success,Android,Delhi,Kotak,52:09.0,None,1/24/2026
138,1128,4980,Travel,Success,iOS,Delhi,HDFC,52:09.0,None,2/27/2026
139,1647,1775,Shopping,Failed,Android,Delhi,Kotak,52:09.0,Insufficient Balance,2/26/2026
140,1471,1739,Shopping,Failed,iOS,Hyderabad,Axis,52:09.0,Insufficient Balance,2/18/2026
141,1062,3317,Electronics,Success,iOS,Bangalore,HDFC,52:09.0,None,12/24/2025
142,1138,4456,Shopping,Success,iOS,Hyderabad,HDFC,52:09.0,None,12/16/2025
143,1498,311,Electronics,Success,iOS,Mumbai,SBI,52:09.0,None,2/20/2026
144,1592,1492,Electronics,Success,Android,Delhi,HDFC,52:09.0,None,1/1/2026
145,1391,455,Electronics,Failed,Android,Delhi,SBI,52:09.0,Insufficient Balance,2/5/2026
146,1674,2240,Travel,Success,iOS,Mumbai,Kotak,52:09.0,None,1/9/2026
147,1418,4487,Travel,Success,Android,Delhi,Kotak,52:09.0,None,12/4/2025
148,1288,293,Shopping,Success,Android,Delhi,Kotak,52:09.0,None,2/20/2026
149,1378,4635,Travel,Success,iOS,Delhi,SBI,52:09.0,None,2/24/2026
150,1772,4157,Shopping,Failed,Android,Mumbai,Kotak,52:09.0,Network Error,12/20/2025
151,1489,610,Travel,Success,Android,Hyderabad,ICICI,52:09.0,None,2/16/2026
152,1230,4187,Groceries,Success,Android,Delhi,HDFC,52:09.0,None,1/11/2026
153,1040,2775,Groceries,Success,Android,Bangalore,SBI,52:09.0,None,2/6/2026
154,1027,643,Shopping,Success,iOS,Mumbai,Kotak,52:09.0,None,2/24/2026
155,1134,1876,Travel,Success,iOS,Chennai,ICICI,52:09.0,None,1/18/2026
156,1200,3279,Travel,Success,Android,Mumbai,HDFC,52:09.0,None,12/10/2025
157,1839,3337,Electronics,Success,iOS,Hyderabad,HDFC,52:09.0,None,12/13/2025
158,1779,4123,Food,Success,iOS,Mumbai,Kotak,52:09.0,None,2/13/2026
159,1929,183,Shopping,Success,iOS,Chennai,ICICI,52:09.0,None,2/15/2026
160,1032,3188,Food,Success,Android,Bangalore,SBI,52:09.0,None,12/29/2025
161,1047,3969,Food,Success,Android,Chennai,Kotak,52:09.0,None,2/3/2026
162,1502,122,Shopping,Success,iOS,Mumbai,HDFC,52:09.0,None,2/18/2026
163,1406,4544,Travel,Success,iOS,Chennai,HDFC,52:09.0,None,2/15/2026
164,1573,4275,Shopping,Success,Android,Mumbai,HDFC,52:09.0,None,2/19/2026
165,1727,3028,Food,Success,iOS,Bangalore,Kotak,52:09.0,None,12/31/2025
166,1804,4411,Travel,Success,Android,Bangalore,Axis,52:09.0,None,1/30/2026
167,1098,2035,Groceries,Failed,iOS,Hyderabad,Axis,52:09.0,Insufficient Balance,2/3/2026
168,1683,842,Shopping,Success,Android,Bangalore,Axis,52:09.0,None,1/26/2026
169,1871,4309,Shopping,Success,Android,Delhi,ICICI,52:09.0,None,12/11/2025
170,1725,144,Travel,Success,Android,Chennai,Kotak,52:09.0,None,1/17/2026
171,1986,1183,Groceries,Success,Android,Chennai,HDFC,52:09.0,None,2/8/2026
172,1546,4967,Groceries,Success,iOS,Mumbai,ICICI,52:09.0,None,2/18/2026
173,1960,287,Travel,Success,Android,Bangalore,Axis,52:09.0,None,2/27/2026
174,1738,2996,Electronics,Success,iOS,Hyderabad,SBI,52:09.0,None,1/10/2026
175,1612,2580,Shopping,Success,Android,Hyderabad,ICICI,52:09.0,None,12/6/2025
176,1942,2010,Shopping,Success,Android,Hyderabad,ICICI,52:09.0,None,2/2/2026
177,1461,1098,Food,Success,iOS,Delhi,Kotak,52:09.0,None,1/3/2026
178,1642,2579,Travel,Success,iOS,Bangalore,ICICI,52:09.0,None,12/21/2025
179,1768,3014,Food,Success,iOS,Hyderabad,Kotak,52:09.0,None,2/4/2026
180,1004,1013,Food,Success,Android,Delhi,SBI,52:09.0,None,2/6/2026
181,1217,586,Groceries,Failed,Android,Chennai,HDFC,52:09.0,Bank Server Down,2/14/2026
182,1502,4273,Shopping,Success,iOS,Mumbai,HDFC,52:09.0,None,1/27/2026
183,1766,3729,Food,Success,Android,Bangalore,Axis,52:09.0,None,2/24/2026
184,1397,4237,Groceries,Failed,iOS,Bangalore,Axis,52:09.0,Bank Server Down,2/14/2026
185,1870,3774,Travel,Success,Android,Chennai,SBI,52:09.0,None,12/10/2025
186,1794,592,Food,Success,Android,Bangalore,HDFC,52:09.0,None,1/5/2026
187,1392,895,Shopping,Success,Android,Bangalore,Axis,52:09.0,None,1/31/2026
188,1206,3653,Food,Failed,iOS,Bangalore,ICICI,52:09.0,Network Error,1/14/2026
189,1014,3086,Travel,Failed,Android,Bangalore,Kotak,52:09.0,Bank Server Down,1/15/2026
190,1857,2544,Food,Success,iOS,Delhi,Axis,52:09.0,None,12/12/2025
191,1553,4535,Shopping,Success,iOS,Delhi,SBI,52:09.0,None,12/23/2025
192,1891,2769,Groceries,Success,Android,Mumbai,HDFC,52:09.0,None,12/29/2025
193,1460,1934,Shopping,Success,iOS,Bangalore,SBI,52:09.0,None,1/30/2026
194,1690,4188,Groceries,Success,iOS,Chennai,Kotak,52:09.0,None,1/13/2026
195,1574,4399,Electronics,Success,Android,Hyderabad,Kotak,52:09.0,None,2/28/2026
196,1863,3251,Shopping,Success,iOS,Mumbai,SBI,52:09.0,None,12/10/2025
197,1742,2760,Shopping,Success,iOS,Hyderabad,Axis,52:09.0,None,1/27/2026
198,1240,2003,Travel,Success,Android,Hyderabad,Axis,52:09.0,None,2/4/2026
199,1563,4787,Food,Success,Android,Bangalore,HDFC,52:09.0,None,3/1/2026
200,1095,3900,Groceries,Success,Android,Chennai,HDFC,52:09.0,None,2/26/2026
201,1899,739,Groceries,Failed,iOS,Hyderabad,ICICI,52:09.0,Network Error,1/18/2026
202,1733,2000,Travel,Success,iOS,Hyderabad,ICICI,52:09.0,None,2/9/2026
203,1484,506,Travel,Success,Android,Mumbai,HDFC,52:09.0,None,2/25/2026
204,1406,2180,Food,Success,iOS,Chennai,ICICI,52:09.0,None,1/2/2026
205,1230,4026,Food,Success,Android,Chennai,SBI,52:09.0,None,12/29/2025
206,1748,4294,Shopping,Failed,Android,Hyderabad,Axis,52:09.0,Insufficient Balance,2/26/2026
207,1654,1229,Electronics,Success,Android,Chennai,ICICI,52:09.0,None,2/8/2026
208,1170,4335,Food,Success,iOS,Mumbai,ICICI,52:09.0,None,1/26/2026
209,1540,3615,Travel,Success,iOS,Mumbai,SBI,52:09.0,None,1/18/2026
210,1035,932,Food,Success,Android,Mumbai,Kotak,52:09.0,None,1/12/2026
211,1524,449,Groceries,Success,Android,Bangalore,HDFC,52:09.0,None,12/6/2025
212,1159,658,Electronics,Success,iOS,Hyderabad,SBI,52:09.0,None,1/18/2026
213,1838,1688,Shopping,Success,Android,Chennai,Kotak,52:09.0,None,12/31/2025
214,1698,2198,Groceries,Success,iOS,Mumbai,SBI,52:09.0,None,2/3/2026
215,1242,1432,Groceries,Success,Android,Hyderabad,Axis,52:09.0,None,2/7/2026
216,1085,1453,Electronics,Failed,Android,Hyderabad,SBI,52:09.0,Network Error,2/22/2026
217,1795,869,Shopping,Success,iOS,Bangalore,SBI,52:09.0,None,1/28/2026
218,1577,3342,Travel,Failed,iOS,Chennai,Axis,52:09.0,Bank Server Down,1/8/2026
219,1681,869,Shopping,Success,iOS,Chennai,HDFC,52:09.0,None,2/7/2026
220,1556,469,Food,Success,iOS,Mumbai,Kotak,52:09.0,None,1/18/2026
221,1573,4269,Groceries,Success,iOS,Mumbai,ICICI,52:09.0,None,2/20/2026
222,1952,4567,Food,Success,Android,Hyderabad,HDFC,52:09.0,None,2/28/2026
223,1645,3352,Travel,Success,Android,Chennai,SBI,52:09.0,None,12/4/2025
224,1795,1558,Food,Success,iOS,Chennai,ICICI,52:09.0,None,12/27/2025
225,1027,817,Shopping,Success,iOS,Mumbai,Axis,52:09.0,None,2/15/2026
226,1619,2094,Food,Success,Android,Delhi,HDFC,52:09.0,None,12/21/2025
227,1555,2189,Travel,Success,Android,Hyderabad,Kotak,52:09.0,None,12/29/2025
228,1339,3079,Travel,Success,iOS,Chennai,HDFC,52:09.0,None,12/12/2025
229,1797,1599,Travel,Success,iOS,Bangalore,HDFC,52:09.0,None,1/10/2026
230,1957,1814,Shopping,Success,Android,Bangalore,ICICI,52:09.0,None,12/10/2025
231,1330,2695,Travel,Success,iOS,Delhi,Axis,52:09.0,None,1/6/2026
232,1639,3766,Groceries,Success,Android,Mumbai,Axis,52:09.0,None,2/4/2026
233,1505,4655,Travel,Success,Android,Mumbai,HDFC,52:09.0,None,2/16/2026
234,1347,4531,Food,Success,iOS,Mumbai,Axis,52:09.0,None,2/11/2026
235,1472,2343,Food,Success,Android,Bangalore,ICICI,52:09.0,None,12/17/2025
236,1230,4887,Food,Success,Android,Mumbai,ICICI,52:09.0,None,1/21/2026
237,1189,2758,Shopping,Success,Android,Bangalore,Kotak,52:09.0,None,1/9/2026
238,1224,950,Food,Success,iOS,Delhi,Axis,52:09.0,None,1/31/2026
239,1384,3134,Shopping,Success,Android,Hyderabad,Kotak,52:09.0,None,1/25/2026
240,1376,2059,Shopping,Success,iOS,Chennai,SBI,52:09.0,None,12/24/2025
241,1282,291,Travel,Success,Android,Delhi,ICICI,52:09.0,None,1/25/2026
242,1957,2435,Groceries,Success,Android,Bangalore,HDFC,52:09.0,None,1/9/2026
243,1632,4318,Travel,Success,Android,Delhi,ICICI,52:09.0,None,1/3/2026
244,1627,721,Travel,Failed,Android,Chennai,SBI,52:09.0,Bank Server Down,12/17/2025
245,1972,213,Shopping,Success,Android,Hyderabad,HDFC,52:09.0,None,12/17/2025
246,1744,514,Shopping,Success,iOS,Chennai,Axis,52:09.0,None,1/16/2026
247,1258,3092,Food,Success,iOS,Bangalore,Axis,52:09.0,None,2/20/2026
248,1358,4642,Food,Success,Android,Chennai,ICICI,52:09.0,None,1/10/2026
249,1709,4845,Travel,Success,iOS,Delhi,HDFC,52:09.0,None,1/30/2026
250,1455,2492,Electronics,Success,iOS,Mumbai,HDFC,52:09.0,None,2/4/2026
251,1410,4848,Electronics,Failed,Android,Delhi,Kotak,52:09.0,Insufficient Balance,3/1/2026
252,1648,2405,Food,Success,iOS,Bangalore,SBI,52:09.0,None,12/12/2025
253,1317,4328,Electronics,Success,iOS,Hyderabad,Axis,52:09.0,None,2/6/2026
254,1676,4774,Food,Failed,iOS,Chennai,ICICI,52:09.0,Insufficient Balance,1/9/2026
255,1224,2607,Shopping,Failed,iOS,Hyderabad,HDFC,52:09.0,Insufficient Balance,1/23/2026
256,1818,595,Travel,Success,Android,Bangalore,Axis,52:09.0,None,12/28/2025
257,1233,4769,Groceries,Failed,iOS,Chennai,ICICI,52:09.0,Network Error,12/26/2025
258,1683,3885,Travel,Success,Android,Delhi,Axis,52:09.0,None,12/5/2025
259,1663,643,Food,Failed,Android,Delhi,ICICI,52:09.0,Bank Server Down,12/4/2025
260,1974,4889,Food,Success,iOS,Bangalore,Axis,52:09.0,None,1/16/2026
261,1826,3854,Travel,Success,Android,Chennai,Kotak,52:09.0,None,3/2/2026
262,1373,1509,Food,Success,iOS,Delhi,SBI,52:09.0,None,1/21/2026
263,1671,3543,Electronics,Success,Android,Bangalore,Axis,52:09.0,None,1/29/2026
264,1607,2651,Electronics,Success,iOS,Bangalore,SBI,52:09.0,None,2/11/2026
265,1471,2494,Food,Success,iOS,Hyderabad,Axis,52:09.0,None,1/19/2026
266,1232,2722,Food,Success,Android,Delhi,HDFC,52:09.0,None,12/7/2025
267,1691,4250,Electronics,Success,iOS,Chennai,Kotak,52:09.0,None,3/2/2026
268,1112,66,Food,Success,iOS,Delhi,Kotak,52:09.0,None,1/4/2026
269,1829,3241,Food,Success,iOS,Delhi,SBI,52:09.0,None,12/8/2025
270,1496,442,Travel,Success,iOS,Delhi,HDFC,52:09.0,None,2/16/2026
271,1441,474,Groceries,Success,Android,Bangalore,ICICI,52:09.0,None,2/12/2026
272,1563,621,Electronics,Failed,Android,Mumbai,Kotak,52:09.0,Insufficient Balance,2/6/2026
273,1267,3681,Travel,Success,Android,Mumbai,HDFC,52:09.0,None,2/16/2026
274,1509,1170,Groceries,Success,iOS,Hyderabad,HDFC,52:09.0,None,12/24/2025
275,1806,291,Food,Success,Android,Delhi,SBI,52:09.0,None,2/9/2026
276,1385,3947,Food,Success,iOS,Mumbai,HDFC,52:09.0,None,1/21/2026
277,1386,4145,Travel,Success,iOS,Hyderabad,HDFC,52:09.0,None,1/26/2026
278,1112,2329,Food,Success,iOS,Bangalore,ICICI,52:09.0,None,12/22/2025
279,1612,838,Shopping,Success,Android,Delhi,SBI,52:09.0,None,2/26/2026
280,1624,764,Travel,Success,Android,Chennai,SBI,52:09.0,None,1/26/2026
281,1951,4904,Groceries,Success,Android,Bangalore,HDFC,52:09.0,None,2/10/2026
282,1080,2899,Travel,Success,Android,Hyderabad,ICICI,52:09.0,None,2/26/2026
283,1698,825,Electronics,Failed,iOS,Bangalore,Axis,52:09.0,Bank Server Down,1/31/2026
284,1112,4076,Travel,Success,Android,Chennai,Kotak,52:09.0,None,2/15/2026
285,1001,2297,Food,Success,Android,Bangalore,SBI,52:09.0,None,1/25/2026
286,1641,128,Food,Success,Android,Hyderabad,ICICI,52:09.0,None,2/15/2026
287,1219,3976,Shopping,Success,Android,Chennai,ICICI,52:09.0,None,1/26/2026
288,1565,905,Shopping,Success,iOS,Chennai,HDFC,52:09.0,None,2/9/2026
289,1854,2198,Shopping,Success,Android,Bangalore,Kotak,52:09.0,None,1/14/2026
290,1996,1081,Groceries,Failed,Android,Chennai,SBI,52:09.0,Insufficient Balance,1/2/2026
291,1735,4990,Shopping,Success,Android,Bangalore,Axis,52:09.0,None,1/14/2026
292,1224,3321,Groceries,Success,iOS,Delhi,HDFC,52:09.0,None,1/2/2026
293,1384,3626,Shopping,Success,Android,Chennai,SBI,52:09.0,None,12/17/2025
294,1402,4232,Groceries,Success,Android,Bangalore,SBI,52:09.0,None,1/31/2026
295,1637,3506,Travel,Success,Android,Delhi,ICICI,52:09.0,None,12/8/2025
296,1129,3556,Travel,Success,iOS,Chennai,Kotak,52:09.0,None,12/31/2025
297,1052,457,Food,Success,iOS,Delhi,Axis,52:09.0,None,2/25/2026
298,1683,2761,Groceries,Success,Android,Chennai,Kotak,52:09.0,None,2/10/2026
299,1729,3138,Electronics,Success,Android,Hyderabad,ICICI,52:09.0,None,12/9/2025
300,1671,1718,Food,Success,iOS,Hyderabad,Axis,52:09.0,None,2/26/2026
301,1709,197,Travel,Success,iOS,Bangalore,Axis,52:09.0,None,1/2/2026
302,1415,4377,Groceries,Success,iOS,Mumbai,HDFC,52:09.0,None,2/18/2026
303,1246,3947,Shopping,Success,iOS,Hyderabad,Axis,52:09.0,None,2/16/2026
304,1835,2000,Electronics,Success,iOS,Mumbai,SBI,52:09.0,None,3/1/2026
305,1438,415,Travel,Success,Android,Delhi,Kotak,52:09.0,None,2/23/2026
306,1202,1724,Food,Success,Android,Delhi,Kotak,52:09.0,None,1/16/2026
307,1183,4581,Groceries,Success,Android,Mumbai,HDFC,52:09.0,None,12/9/2025
308,1122,4544,Electronics,Success,Android,Bangalore,Axis,52:09.0,None,1/21/2026
